,Day-ahead demand forecast1
20191101T08-05,1285
20191101T07-05,1281
20191101T06-05,1120
20191101T05-05,991
20191101T04-05,919
20191101T03-05,878
20191101T02-05,857
20191101T01-05,858
20191031T23-05,902
20191031T22-05,962
20191031T21-05,1000
20191031T20-05,1027
20191031T19-05,997
20191031T18-05,918
20191031T17-05,882
20191031T16-05,859
20191031T15-05,860
20191031T14-05,852
20191031T13-05,853
20191031T12-05,879
20191031T11-05,880
20191031T10-05,869
20191031T09-05,859
20191031T08-05,861
20191031T07-05,887
20191031T06-05,791
20191031T05-05,711
20191031T04-05,695
20191031T03-05,696
20191031T02-05,718
20191031T01-05,752
20191031T00-05,816
20191030T23-05,899
20191030T22-05,984
20191030T21-05,1051
20191030T20-05,1095
20191030T19-05,1085
20191030T18-05,1039
20191030T17-05,1025
20191030T16-05,1019
20191030T15-05,1005
20191030T14-05,990
20191030T13-05,966
20191030T12-05,938
20191030T11-05,909
20191030T10-05,866
20191030T09-05,844
20191030T08-05,841
20191030T07-05,848
20191030T06-05,742
20191030T05-05,673
20191030T04-05,651
20191030T03-05,639
20191030T02-05,658
20191030T01-05,686
20191030T00-05,722
20191029T23-05,798
20191029T22-05,897
20191029T21-05,966
20191029T20-05,1001
20191029T19-05,995
20191029T18-05,956
20191029T17-05,909
20191029T16-05,878
20191029T15-05,859
20191029T14-05,848
20191029T13-05,832
20191029T12-05,824
20191029T11-05,809
20191029T10-05,799
20191029T09-05,777
20191029T08-05,778
20191029T07-05,793
20191029T06-05,697
20191029T05-05,623
20191029T04-05,595
20191029T03-05,593
20191029T02-05,607
20191029T01-05,635
20191029T00-05,703
20191028T23-05,790
20191028T22-05,886
20191028T21-05,968
20191028T20-05,1011
20191028T19-05,1010
20191028T18-05,964
20191028T17-05,949
20191028T16-05,909
20191028T15-05,892
20191028T14-05,858
20191028T13-05,819
20191028T12-05,795
20191028T11-05,784
20191028T10-05,790
20191028T09-05,795
20191028T08-05,806
20191028T07-05,810
20191028T06-05,712
20191028T05-05,621
20191028T04-05,590
20191028T03-05,586
20191028T02-05,596
20191028T01-05,623
20191028T00-05,691
20191027T23-05,764
20191027T22-05,843
20191027T21-05,905
20191027T20-05,944
20191027T19-05,948
20191027T18-05,923
20191027T17-05,925
20191027T16-05,923
20191027T15-05,917
20191027T14-05,901
20191027T13-05,881
20191027T12-05,865
20191027T11-05,851
20191027T10-05,836
20191027T09-05,795
20191027T08-05,721
20191027T07-05,663
20191027T06-05,631
20191027T05-05,607
20191027T04-05,600
20191027T03-05,606
20191027T02-05,625
20191027T01-05,667
20191027T00-05,786
20191026T23-05,869
20191026T22-05,950
20191026T21-05,1018
20191026T20-05,1072
20191026T19-05,1084
20191026T18-05,1083
20191026T17-05,1115
20191026T16-05,1136
20191026T15-05,1123
20191026T14-05,1132
