,natural gas,solar
20190301T20-07,669,0
20190301T19-07,620,0
20190301T18-07,617,13
20190301T17-07,566,60
20190301T16-07,543,91
20190301T15-07,516,101
20190301T14-07,457,104
20190301T13-07,493,104
20190301T12-07,491,104
20190301T11-07,495,105
20190301T10-07,475,106
20190301T09-07,454,96
20190301T08-07,525,43
20190301T07-07,502,1
20190301T06-07,460,0
20190301T05-07,403,0
20190301T04-07,372,0
20190301T03-07,386,0
20190301T02-07,394,0
20190301T01-07,351,0
20190301T00-07,398,0
20190228T23-07,453,0
20190228T22-07,535,0
20190228T21-07,590,0
20190228T20-07,586,0
20190228T19-07,551,0
20190228T18-07,553,24
20190228T17-07,451,79
20190228T16-07,412,98
20190228T15-07,387,106
20190228T14-07,388,104
20190228T13-07,325,104
20190228T12-07,351,105
20190228T11-07,378,104
20190228T10-07,383,103
20190228T09-07,406,95
20190228T08-07,458,46
20190228T07-07,470,1
20190228T06-07,392,0
20190228T05-07,348,0
20190228T04-07,326,0
20190228T03-07,321,0
20190228T02-07,329,0
20190228T01-07,401,0
20190228T00-07,444,0
20190227T23-07,445,0
20190227T22-07,545,0
20190227T21-07,592,0
20190227T20-07,606,0
20190227T19-07,593,0
20190227T18-07,510,9
20190227T17-07,485,21
20190227T16-07,541,45
20190227T15-07,466,56
20190227T14-07,466,48
20190227T13-07,450,52
20190227T12-07,461,53
20190227T11-07,434,66
20190227T10-07,474,47
20190227T09-07,491,28
20190227T08-07,515,10
20190227T07-07,545,1
20190227T06-07,462,0
20190227T05-07,408,0
20190227T04-07,374,0
20190227T03-07,371,0
20190227T02-07,380,0
20190227T01-07,413,0
20190227T00-07,443,0
20190226T23-07,455,0
20190226T22-07,529,0
20190226T21-07,571,0
20190226T20-07,587,0
20190226T19-07,582,0
20190226T18-07,504,15
20190226T17-07,407,83
20190226T16-07,405,104
20190226T15-07,385,106
20190226T14-07,379,104
20190226T13-07,378,103
20190226T12-07,384,104
20190226T11-07,389,104
20190226T10-07,397,101
20190226T09-07,419,92
20190226T08-07,504,42
20190226T07-07,582,1
20190226T06-07,501,0
20190226T05-07,432,0
20190226T04-07,404,0
20190226T03-07,395,0
20190226T02-07,403,0
20190226T01-07,406,0
20190226T00-07,484,0
20190225T23-07,543,0
20190225T22-07,613,0
20190225T21-07,613,0
20190225T20-07,623,0
20190225T19-07,601,0
20190225T18-07,505,17
20190225T17-07,462,47
20190225T16-07,435,63
20190225T15-07,397,98
20190225T14-07,402,98
20190225T13-07,401,99
20190225T12-07,414,103
20190225T11-07,423,103
20190225T10-07,476,102
20190225T09-07,503,91
20190225T08-07,532,41
20190225T07-07,554,1
20190225T06-07,489,0
20190225T05-07,434,0
20190225T04-07,383,0
20190225T03-07,374,0
20190225T02-07,380,0
20190225T01-07,403,0
20190225T00-07,438,0
20190224T23-07,502,0
20190224T22-07,557,0
20190224T21-07,583,0
20190224T20-07,581,0
20190224T19-07,550,0
20190224T18-07,439,19
20190224T17-07,336,80
20190224T16-07,301,98
20190224T15-07,314,100
20190224T14-07,317,97
20190224T13-07,336,94
20190224T12-07,311,87
20190224T11-07,365,90
20190224T10-07,379,93
20190224T09-07,400,84
20190224T08-07,448,38
20190224T07-07,490,1
20190224T06-07,463,0
20190224T05-07,429,0
20190224T04-07,422,0
20190224T03-07,426,0
20190224T02-07,438,0
20190224T01-07,436,0
20190224T00-07,471,0
20190223T23-07,556,0
20190223T22-07,601,0
20190223T21-07,613,0
20190223T20-07,616,0
20190223T19-07,602,0
20190223T18-07,491,21
20190223T17-07,385,82
20190223T16-07,354,101
20190223T15-07,357,103
20190223T14-07,382,101
20190223T13-07,403,98
20190223T12-07,431,91
20190223T11-07,463,86
20190223T10-07,478,86
20190223T09-07,482,77
20190223T08-07,508,34
20190223T07-07,473,0
20190223T06-07,468,0
20190223T05-07,437,0
20190223T04-07,424,0
20190223T03-07,424,0
20190223T02-07,439,0
20190223T01-07,459,0
20190223T00-07,495,0
20190222T23-07,591,0
20190222T22-07,629,0
20190222T21-07,660,0
20190222T20-07,676,0
20190222T19-07,670,0
20190222T18-07,588,1
20190222T17-07,562,6
20190222T16-07,517,27
20190222T15-07,356,56
20190222T14-07,356,44
20190222T13-07,356,51
20190222T12-07,500,57
20190222T11-07,500,72
20190222T10-07,516,66
20190222T09-07,532,63
20190222T08-07,578,30
20190222T07-07,525,0
20190222T06-07,463,0
20190222T05-07,405,0
20190222T04-07,379,0
20190222T03-07,378,0
20190222T02-07,385,0
20190222T01-07,412,0
20190222T00-07,443,0
20190221T23-07,485,0
20190221T22-07,564,0
20190221T21-07,593,0
20190221T20-07,598,0
20190221T19-07,585,0
20190221T18-07,488,6
20190221T17-07,436,42
20190221T16-07,398,68
20190221T15-07,360,100
20190221T14-07,323,101
20190221T13-07,324,103
20190221T12-07,417,102
20190221T11-07,433,102
20190221T10-07,498,99
20190221T09-07,537,66
20190221T08-07,582,22
20190221T07-07,586,0
20190221T06-07,506,0
20190221T05-07,445,0
20190221T04-07,414,0
20190221T03-07,407,0
20190221T02-07,413,0
20190221T01-07,447,0
20190221T00-07,494,0
20190220T23-07,542,0
20190220T22-07,615,0
20190220T21-07,644,0
20190220T20-07,623,0
20190220T19-07,602,0
20190220T18-07,527,19
20190220T17-07,440,69
20190220T16-07,395,87
20190220T15-07,403,95
20190220T14-07,411,104
20190220T13-07,407,102
20190220T12-07,421,104
20190220T11-07,444,105
20190220T10-07,465,104
20190220T09-07,480,91
20190220T08-07,522,34
20190220T07-07,556,0
20190220T06-07,556,0
20190220T05-07,494,0
20190220T04-07,459,0
20190220T03-07,442,0
20190220T02-07,447,0
20190220T01-07,371,0
20190220T00-07,414,0
20190219T23-07,461,0
20190219T22-07,465,1
20190219T21-07,512,0
20190219T20-07,548,0
20190219T19-07,535,0
20190219T18-07,467,14
20190219T17-07,370,47
20190219T16-07,343,60
20190219T15-07,344,63
20190219T14-07,361,55
20190219T13-07,360,66
20190219T12-07,388,57
20190219T11-07,395,59
20190219T10-07,456,49
20190219T09-07,438,50
20190219T08-07,479,16
20190219T07-07,526,0
20190219T06-07,402,0
20190219T05-07,317,0
20190219T04-07,295,0
20190219T03-07,292,0
20190219T02-07,315,0
20190219T01-07,324,0
20190219T00-07,361,0
20190218T23-07,414,0
20190218T22-07,405,0
20190218T21-07,415,0
20190218T20-07,445,0
20190218T19-07,435,0
20190218T18-07,368,14
20190218T17-07,292,61
20190218T16-07,279,94
20190218T15-07,258,104
20190218T14-07,267,101
20190218T13-07,270,99
20190218T12-07,267,100
20190218T11-07,286,92
20190218T10-07,291,93
20190218T09-07,339,83
20190218T08-07,380,24
20190218T07-07,428,0
20190218T06-07,361,0
20190218T05-07,315,0
20190218T04-07,298,0
20190218T03-07,295,0
20190218T02-07,295,0
20190218T01-07,317,0
20190218T00-07,349,0
20190217T23-07,412,0
20190217T22-07,458,0
20190217T21-07,493,0
20190217T20-07,482,0
20190217T19-07,462,0
20190217T18-07,345,15
20190217T17-07,244,68
20190217T16-07,223,92
20190217T15-07,215,102
20190217T14-07,250,104
20190217T13-07,262,102
20190217T12-07,263,103
20190217T11-07,266,106
20190217T10-07,302,105
20190217T09-07,302,91
20190217T08-07,307,32
20190217T07-07,313,0
20190217T06-07,326,0
20190217T05-07,328,0
20190217T04-07,330,0
20190217T03-07,321,0
20190217T02-07,320,0
20190217T01-07,312,0
20190217T00-07,316,0
20190216T23-07,319,0
20190216T22-07,359,0
20190216T21-07,370,0
20190216T20-07,409,0
20190216T19-07,403,0
20190216T18-07,293,15
20190216T17-07,258,62
20190216T16-07,272,84
20190216T15-07,279,93
20190216T14-07,266,100
20190216T13-07,273,96
20190216T12-07,269,95
20190216T11-07,262,100
20190216T10-07,266,95
20190216T09-07,295,62
20190216T08-07,279,16
20190216T07-07,296,0
20190216T06-07,325,0
20190216T05-07,318,0
20190216T04-07,314,0
20190216T03-07,326,0
20190216T02-07,345,0
20190216T01-07,384,0
20190216T00-07,413,0
20190215T23-07,422,0
20190215T22-07,472,0
20190215T21-07,507,0
20190215T20-07,535,0
20190215T19-07,551,0
20190215T18-07,524,7
20190215T17-07,485,44
20190215T16-07,410,63
20190215T15-07,381,90
20190215T14-07,416,87
20190215T13-07,408,71
20190215T12-07,407,84
20190215T11-07,422,71
20190215T10-07,380,74
20190215T09-07,412,20
20190215T08-07,415,4
20190215T07-07,418,0
20190215T06-07,366,0
20190215T05-07,346,0
20190215T04-07,345,0
20190215T03-07,354,0
20190215T02-07,374,0
20190215T01-07,389,0
20190215T00-07,437,0
20190214T23-07,440,0
20190214T22-07,468,0
20190214T21-07,421,0
20190214T20-07,430,0
20190214T19-07,440,0
20190214T18-07,424,3
20190214T17-07,447,16
20190214T16-07,440,32
20190214T15-07,431,58
20190214T14-07,425,62
20190214T13-07,420,64
20190214T12-07,433,71
20190214T11-07,442,38
20190214T10-07,471,28
20190214T09-07,456,22
20190214T08-07,423,3
20190214T07-07,376,0
20190214T06-07,439,0
20190214T05-07,444,0
20190214T04-07,415,0
20190214T03-07,388,0
20190214T02-07,413,0
20190214T01-07,406,0
20190214T00-07,408,0
20190213T23-07,438,0
20190213T22-07,466,0
20190213T21-07,441,0
20190213T20-07,444,0
20190213T19-07,446,0
20190213T18-07,459,4
20190213T17-07,432,20
20190213T16-07,381,52
20190213T15-07,365,74
20190213T14-07,362,77
20190213T13-07,369,82
20190213T12-07,402,76
20190213T11-07,409,54
20190213T10-07,431,38
20190213T09-07,473,23
20190213T08-07,479,5
20190213T07-07,477,0
20190213T06-07,460,0
20190213T05-07,400,0
20190213T04-07,382,0
20190213T03-07,389,0
20190213T02-07,399,0
20190213T01-07,470,0
20190213T00-07,504,0
20190212T23-07,498,0
20190212T22-07,490,0
20190212T21-07,486,0
20190212T20-07,464,0
20190212T19-07,460,0
20190212T18-07,427,12
20190212T17-07,466,63
20190212T16-07,369,93
20190212T15-07,352,100
20190212T14-07,355,98
20190212T13-07,396,96
20190212T12-07,433,97
20190212T11-07,449,100
20190212T10-07,457,101
20190212T09-07,416,87
20190212T08-07,465,28
20190212T07-07,465,0
20190212T06-07,537,0
20190212T05-07,498,0
20190212T04-07,467,0
20190212T03-07,471,0
20190212T02-07,467,0
20190212T01-07,543,0
20190212T00-07,586,0
20190211T23-07,626,0
20190211T22-07,644,0
20190211T21-07,633,0
20190211T20-07,662,0
20190211T19-07,705,0
20190211T18-07,655,13
20190211T17-07,569,73
20190211T16-07,520,98
20190211T15-07,527,102
20190211T14-07,533,96
20190211T13-07,532,96
20190211T12-07,552,98
20190211T11-07,557,100
20190211T10-07,575,88
20190211T09-07,629,60
20190211T08-07,654,17
20190211T07-07,634,0
20190211T06-07,529,0
20190211T05-07,467,0
20190211T04-07,457,0
20190211T03-07,467,0
20190211T02-07,464,0
20190211T01-07,489,0
20190211T00-07,540,0
20190210T23-07,606,0
20190210T22-07,641,0
20190210T21-07,652,0
20190210T20-07,639,0
20190210T19-07,681,0
20190210T18-07,677,1
20190210T17-07,599,6
20190210T16-07,583,8
20190210T15-07,575,11
20190210T14-07,550,20
20190210T13-07,551,26
20190210T12-07,558,25
20190210T11-07,567,22
20190210T10-07,563,9
20190210T09-07,540,10
20190210T08-07,503,5
20190210T07-07,500,0
20190210T06-07,470,0
20190210T05-07,457,0
20190210T04-07,459,0
20190210T03-07,465,0
20190210T02-07,487,0
20190210T01-07,491,0
20190210T00-07,530,0
20190209T23-07,573,0
20190209T22-07,585,0
20190209T21-07,596,0
20190209T20-07,648,0
20190209T19-07,643,0
20190209T18-07,577,2
20190209T17-07,557,14
20190209T16-07,552,32
20190209T15-07,559,25
20190209T14-07,520,48
20190209T13-07,497,74
20190209T12-07,500,92
20190209T11-07,518,94
20190209T10-07,563,95
20190209T09-07,591,58
20190209T08-07,576,8
20190209T07-07,572,0
20190209T06-07,530,0
20190209T05-07,518,0
20190209T04-07,503,0
20190209T03-07,510,0
20190209T02-07,510,0
20190209T01-07,493,0
20190209T00-07,577,0
20190208T23-07,647,0
20190208T22-07,712,0
20190208T21-07,740,0
20190208T20-07,718,0
20190208T19-07,711,0
20190208T18-07,644,10
20190208T17-07,553,69
20190208T16-07,496,96
20190208T15-07,526,99
20190208T14-07,534,98
20190208T13-07,537,96
20190208T12-07,574,92
20190208T11-07,635,93
20190208T10-07,652,90
20190208T09-07,706,72
20190208T08-07,729,18
20190208T07-07,690,0
20190208T06-07,641,0
20190208T05-07,579,0
20190208T04-07,555,0
20190208T03-07,551,0
20190208T02-07,568,0
20190208T01-07,640,0
20190208T00-07,690,0
20190207T23-07,686,0
20190207T22-07,747,0
20190207T21-07,784,0
20190207T20-07,772,0
20190207T19-07,763,0
20190207T18-07,654,10
20190207T17-07,589,70
20190207T16-07,545,98
20190207T15-07,531,102
20190207T14-07,554,99
20190207T13-07,586,98
20190207T12-07,603,99
20190207T11-07,616,100
20190207T10-07,574,98
20190207T09-07,606,82
20190207T08-07,652,23
20190207T07-07,719,0
20190207T06-07,637,0
20190207T05-07,566,0
20190207T04-07,538,0
20190207T03-07,535,0
20190207T02-07,536,0
20190207T01-07,511,0
20190207T00-07,545,0
20190206T23-07,621,0
20190206T22-07,675,0
20190206T21-07,701,0
20190206T20-07,705,0
20190206T19-07,724,0
20190206T18-07,630,7
20190206T17-07,571,45
20190206T16-07,534,63
20190206T15-07,532,68
20190206T14-07,530,74
20190206T13-07,530,82
20190206T12-07,555,78
20190206T11-07,534,76
20190206T10-07,577,71
20190206T09-07,599,51
20190206T08-07,631,8
20190206T07-07,583,0
20190206T06-07,500,0
20190206T05-07,438,0
20190206T04-07,422,0
20190206T03-07,417,0
20190206T02-07,428,0
20190206T01-07,413,0
20190206T00-07,400,0
20190205T23-07,394,0
20190205T22-07,418,0
20190205T21-07,464,0
20190205T20-07,478,0
20190205T19-07,514,0
20190205T18-07,463,2
20190205T17-07,450,12
20190205T16-07,436,29
20190205T15-07,437,51
20190205T14-07,421,56
20190205T13-07,406,57
20190205T12-07,418,62
20190205T11-07,414,63
20190205T10-07,408,50
20190205T09-07,401,41
20190205T08-07,392,4
20190205T07-07,465,0
20190205T06-07,401,0
20190205T05-07,381,0
20190205T04-07,355,0
20190205T03-07,361,0
20190205T02-07,367,0
20190205T01-07,353,0
20190205T00-07,359,0
20190204T23-07,321,0
20190204T22-07,323,0
20190204T21-07,368,0
20190204T20-07,375,0
20190204T19-07,412,0
20190204T18-07,343,2
20190204T17-07,364,24
20190204T16-07,357,45
20190204T15-07,334,78
20190204T14-07,346,81
20190204T13-07,336,88
20190204T12-07,334,83
20190204T11-07,321,97
20190204T10-07,326,98
20190204T09-07,343,79
20190204T08-07,384,16
20190204T07-07,416,0
20190204T06-07,392,0
20190204T05-07,359,0
20190204T04-07,350,0
20190204T03-07,347,0
20190204T02-07,341,0
20190204T01-07,348,0
20190204T00-07,375,0
20190203T23-07,426,0
20190203T22-07,477,0
20190203T21-07,496,0
20190203T20-07,490,0
20190203T19-07,490,0
20190203T18-07,434,7
20190203T17-07,398,36
20190203T16-07,393,37
20190203T15-07,395,48
20190203T14-07,389,50
20190203T13-07,349,77
20190203T12-07,333,94
20190203T11-07,331,96
20190203T10-07,351,88
20190203T09-07,329,64
20190203T08-07,357,9
20190203T07-07,363,0
20190203T06-07,352,0
20190203T05-07,342,0
20190203T04-07,330,0
20190203T03-07,330,0
20190203T02-07,344,0
20190203T01-07,345,0
20190203T00-07,340,0
20190202T23-07,363,0
20190202T22-07,399,0
20190202T21-07,430,0
20190202T20-07,444,0
20190202T19-07,445,0
20190202T18-07,382,4
20190202T17-07,370,37
20190202T16-07,317,82
20190202T15-07,332,66
20190202T14-07,297,81
20190202T13-07,295,86
20190202T12-07,306,89
20190202T11-07,321,80
20190202T10-07,351,57
20190202T09-07,306,63
20190202T08-07,316,19
20190202T07-07,323,0
20190202T06-07,340,0
20190202T05-07,339,0
20190202T04-07,341,0
20190202T03-07,339,0
20190202T02-07,346,0
20190202T01-07,341,0
20190202T00-07,359,0
20190201T23-07,414,0
20190201T22-07,465,0
20190201T21-07,491,0
20190201T20-07,505,0
20190201T19-07,500,0
20190201T18-07,447,3
20190201T17-07,362,37
20190201T16-07,333,65
20190201T15-07,298,89
20190201T14-07,340,82
20190201T13-07,374,57
20190201T12-07,377,49
20190201T11-07,379,58
20190201T10-07,380,76
20190201T09-07,442,29
20190201T08-07,470,4
20190201T07-07,411,0
20190201T06-07,369,0
20190201T05-07,346,0
20190201T04-07,340,0
20190201T03-07,336,0
20190201T02-07,342,0
20190201T01-07,318,0
20190201T00-07,325,0
20190131T23-07,344,0
20190131T22-07,384,0
20190131T21-07,423,0
20190131T20-07,449,0
20190131T19-07,432,0
20190131T18-07,341,2
20190131T17-07,304,36
20190131T16-07,294,78
20190131T15-07,293,96
20190131T14-07,295,94
20190131T13-07,294,90
20190131T12-07,295,92
20190131T11-07,301,93
20190131T10-07,306,92
20190131T09-07,364,60
20190131T08-07,428,12
20190131T07-07,442,0
20190131T06-07,359,0
20190131T05-07,331,0
20190131T04-07,336,0
20190131T03-07,316,0
20190131T02-07,339,0
20190131T01-07,374,0
20190131T00-07,407,0
20190130T23-07,363,0
20190130T22-07,443,0
20190130T21-07,486,0
20190130T20-07,494,0
20190130T19-07,498,0
20190130T18-07,410,4
20190130T17-07,317,46
20190130T16-07,304,67
20190130T15-07,302,92
20190130T14-07,305,77
20190130T13-07,322,69
20190130T12-07,355,56
20190130T11-07,406,39
20190130T10-07,421,30
20190130T09-07,431,14
20190130T08-07,464,3
20190130T07-07,470,0
20190130T06-07,385,0
20190130T05-07,390,0
20190130T04-07,363,0
20190130T03-07,374,0
20190130T02-07,373,0
20190130T01-07,355,0
20190130T00-07,340,0
20190129T23-07,367,0
20190129T22-07,448,0
20190129T21-07,501,0
20190129T20-07,511,0
20190129T19-07,496,0
20190129T18-07,455,0
20190129T17-07,419,14
20190129T16-07,411,29
20190129T15-07,383,42
20190129T14-07,382,63
20190129T13-07,382,59
20190129T12-07,395,49
20190129T11-07,404,37
20190129T10-07,423,26
20190129T09-07,442,11
20190129T08-07,453,1
20190129T07-07,479,0
20190129T06-07,386,0
20190129T05-07,379,0
20190129T04-07,380,0
20190129T03-07,372,0
20190129T02-07,383,0
20190129T01-07,384,0
20190129T00-07,376,0
20190128T23-07,448,0
20190128T22-07,519,0
20190128T21-07,554,0
20190128T20-07,544,0
20190128T19-07,520,0
20190128T18-07,486,5
20190128T17-07,381,58
20190128T16-07,381,91
20190128T15-07,331,95
20190128T14-07,334,93
20190128T13-07,331,91
20190128T12-07,342,93
20190128T11-07,357,96
20190128T10-07,378,96
20190128T09-07,426,75
20190128T08-07,511,17
20190128T07-07,495,0
20190128T06-07,389,0
20190128T05-07,323,0
20190128T04-07,313,0
20190128T03-07,305,0
20190128T02-07,304,0
20190128T01-07,321,0
20190128T00-07,343,0
20190127T23-07,404,0
20190127T22-07,464,0
20190127T21-07,503,0
20190127T20-07,512,0
20190127T19-07,498,0
20190127T18-07,422,3
20190127T17-07,362,22
20190127T16-07,347,31
20190127T15-07,308,57
20190127T14-07,290,72
20190127T13-07,291,84
20190127T12-07,291,92
20190127T11-07,287,93
20190127T10-07,305,87
20190127T09-07,336,70
20190127T08-07,351,16
20190127T07-07,357,0
20190127T06-07,325,0
20190127T05-07,308,0
20190127T04-07,299,0
20190127T03-07,313,0
20190127T02-07,337,0
20190127T01-07,336,0
20190127T00-07,363,0
20190126T23-07,452,0
20190126T22-07,501,0
20190126T21-07,523,0
20190126T20-07,515,0
20190126T19-07,530,0
20190126T18-07,449,5
20190126T17-07,356,57
20190126T16-07,327,93
20190126T15-07,335,97
20190126T14-07,347,94
20190126T13-07,321,92
20190126T12-07,347,93
20190126T11-07,360,95
20190126T10-07,380,95
20190126T09-07,408,75
20190126T08-07,495,16
20190126T07-07,508,0
20190126T06-07,478,0
20190126T05-07,428,0
20190126T04-07,363,0
20190126T03-07,338,0
20190126T02-07,341,0
20190126T01-07,356,0
20190126T00-07,396,0
20190125T23-07,505,0
20190125T22-07,541,0
20190125T21-07,571,0
20190125T20-07,568,0
20190125T19-07,556,0
20190125T18-07,507,4
20190125T17-07,410,56
20190125T16-07,362,92
20190125T15-07,369,95
20190125T14-07,363,93
20190125T13-07,376,91
20190125T12-07,371,92
20190125T11-07,380,95
20190125T10-07,458,93
20190125T09-07,505,73
20190125T08-07,553,16
20190125T07-07,539,0
20190125T06-07,454,0
20190125T05-07,381,0
20190125T04-07,331,0
20190125T03-07,335,0
20190125T02-07,340,0
20190125T01-07,341,0
20190125T00-07,379,0
20190124T23-07,371,0
20190124T22-07,410,0
20190124T21-07,440,0
20190124T20-07,438,0
20190124T19-07,345,0
20190124T18-07,342,4
20190124T17-07,299,56
20190124T16-07,318,93
20190124T15-07,314,96
20190124T14-07,313,94
20190124T13-07,312,92
20190124T12-07,325,93
20190124T11-07,343,96
20190124T10-07,347,94
20190124T09-07,409,73
20190124T08-07,498,16
20190124T07-07,490,0
20190124T06-07,407,0
20190124T05-07,345,0
20190124T04-07,331,0
20190124T03-07,313,0
20190124T02-07,310,0
20190124T01-07,343,0
20190124T00-07,393,0
20190123T23-07,416,0
20190123T22-07,486,0
20190123T21-07,531,0
20190123T20-07,542,0
20190123T19-07,517,0
20190123T18-07,443,4
20190123T17-07,394,55
20190123T16-07,354,92
20190123T15-07,363,96
20190123T14-07,372,93
20190123T13-07,382,90
20190123T12-07,373,91
20190123T11-07,379,94
20190123T10-07,435,93
20190123T09-07,458,74
20190123T08-07,507,16
20190123T07-07,505,0
20190123T06-07,391,0
20190123T05-07,377,0
20190123T04-07,373,0
20190123T03-07,360,0
20190123T02-07,361,0
20190123T01-07,405,0
20190123T00-07,427,0
20190122T23-07,395,0
20190122T22-07,468,0
20190122T21-07,515,0
20190122T20-07,527,0
20190122T19-07,501,0
20190122T18-07,454,3
20190122T17-07,404,22
20190122T16-07,386,32
20190122T15-07,373,46
20190122T14-07,349,54
20190122T13-07,324,66
20190122T12-07,312,85
20190122T11-07,299,95
